epoch,module,reward,obstacles,time
74,Obstacle,-400.00000000,4,999
74,Finish + Obstacle,-21.00000000,1,85
75,Finish,79.00000000,1,82
75,Obstacle,-2900.00000000,29,999
75,Finish + Obstacle,-121.00000000,2,79
76,Finish,79.00000000,1,81
76,Obstacle,-1200.00000000,12,999
76,Finish + Obstacle,-21.00000000,1,79
77,Finish,79.00000000,3,79
77,Obstacle,-700.00000000,7,999
77,Finish + Obstacle,-221.00000000,3,80
78,Finish,79.00000000,0,83
78,Obstacle,-1500.00000000,15,999
78,Finish + Obstacle,-121.00000000,2,82
79,Finish,79.00000000,0,79
79,Obstacle,0.00000000,0,999
79,Finish + Obstacle,-321.00000000,4,79
80,Finish,79.00000000,2,79
80,Obstacle,-100.00000000,1,999
80,Finish + Obstacle,79.00000000,0,79
81,Finish,79.00000000,1,80
81,Obstacle,-800.00000000,8,999
81,Finish + Obstacle,-121.00000000,2,79
82,Finish,79.00000000,2,82
82,Obstacle,-2100.00000000,21,999
82,Finish + Obstacle,-121.00000000,2,80
83,Finish,79.00000000,2,79
83,Obstacle,-1000.00000000,10,999
83,Finish + Obstacle,-121.00000000,2,80
84,Finish,79.00000000,1,80
84,Obstacle,-300.00000000,3,999
84,Finish + Obstacle,-121.00000000,2,79
85,Finish,79.00000000,4,80
85,Obstacle,-1700.00000000,17,999
85,Finish + Obstacle,79.00000000,0,80
86,Finish,79.00000000,3,79
86,Obstacle,-700.00000000,7,999
86,Finish + Obstacle,-121.00000000,2,79
87,Finish,79.00000000,3,84
87,Obstacle,0.00000000,0,999
87,Finish + Obstacle,-21.00000000,1,80
88,Finish,79.00000000,3,80
88,Obstacle,-1500.00000000,15,999
88,Finish + Obstacle,-321.00000000,4,79
89,Finish,79.00000000,4,79
89,Obstacle,-2600.00000000,26,999
89,Finish + Obstacle,-21.00000000,1,79
90,Finish,79.00000000,0,80
90,Obstacle,0.00000000,0,999
90,Finish + Obstacle,-21.00000000,1,80
91,Finish,79.00000000,1,79
91,Obstacle,-4500.00000000,45,999
91,Finish + Obstacle,-121.00000000,2,79
92,Finish,79.00000000,1,80
92,Obstacle,-2200.00000000,22,999
92,Finish + Obstacle,-121.00000000,2,79
93,Finish,79.00000000,3,79
93,Obstacle,-900.00000000,9,999
93,Finish + Obstacle,-21.00000000,1,80
94,Finish,79.00000000,4,82
94,Obstacle,0.00000000,0,999
94,Finish + Obstacle,-121.00000000,2,79
95,Finish,79.00000000,3,79
95,Obstacle,-500.00000000,5,999
95,Finish + Obstacle,-21.00000000,1,80
96,Finish,79.00000000,2,79
96,Obstacle,0.00000000,0,999
96,Finish + Obstacle,-121.00000000,2,79
97,Finish,79.00000000,5,79
97,Obstacle,0.00000000,0,999
97,Finish + Obstacle,79.00000000,0,80
98,Finish,79.00000000,2,79
98,Obstacle,0.00000000,0,999
98,Finish + Obstacle,-321.00000000,4,82
99,Finish,79.00000000,1,80
99,Obstacle,-100.00000000,1,999
99,Finish + Obstacle,-221.00000000,3,79
100,Finish,79.00000000,1,79
100,Obstacle,-300.00000000,3,999
100,Finish + Obstacle,79.00000000,0,79
101,Finish,79.00000000,3,79
101,Obstacle,0.00000000,0,999
101,Finish + Obstacle,79.00000000,0,81
102,Finish,79.00000000,1,81
102,Obstacle,0.00000000,0,999
102,Finish + Obstacle,-321.00000000,4,81
103,Finish,79.00000000,4,79
103,Obstacle,0.00000000,0,999
103,Finish + Obstacle,-21.00000000,1,81
104,Finish,79.00000000,2,80
104,Obstacle,-200.00000000,2,999
104,Finish + Obstacle,-321.00000000,4,82
105,Finish,79.00000000,2,79
105,Obstacle,0.00000000,0,999
105,Finish + Obstacle,-21.00000000,1,79
106,Finish,79.00000000,3,79
106,Obstacle,-100.00000000,1,999
106,Finish + Obstacle,-221.00000000,3,82
107,Finish,79.00000000,4,80
107,Obstacle,-700.00000000,7,999
107,Finish + Obstacle,-321.00000000,4,79
108,Finish,79.00000000,0,79
108,Obstacle,0.00000000,0,999
108,Finish + Obstacle,79.00000000,0,79
109,Finish,79.00000000,3,80
109,Obstacle,0.00000000,0,999
109,Finish + Obstacle,-121.00000000,2,79
110,Finish,79.00000000,4,79
110,Obstacle,0.00000000,0,999
110,Finish + Obstacle,-121.00000000,2,79
111,Finish,79.00000000,1,79
111,Obstacle,-1200.00000000,12,999
111,Finish + Obstacle,-121.00000000,2,79
112,Finish,79.00000000,0,79
112,Obstacle,-1700.00000000,17,999
112,Finish + Obstacle,79.00000000,0,79
113,Finish,79.00000000,3,79
113,Obstacle,-800.00000000,8,999
113,Finish + Obstacle,-21.00000000,1,82
114,Finish,79.00000000,3,81
114,Obstacle,-800.00000000,8,999
114,Finish + Obstacle,-121.00000000,2,79
115,Finish,79.00000000,6,80
115,Obstacle,-600.00000000,6,999
115,Finish + Obstacle,79.00000000,0,79
116,Finish,79.00000000,1,79
116,Obstacle,-500.00000000,5,999
116,Finish + Obstacle,-321.00000000,4,82
117,Finish,79.00000000,1,80
117,Obstacle,-1400.00000000,14,999
117,Finish + Obstacle,-121.00000000,2,79
118,Finish,79.00000000,4,81
118,Obstacle,-600.00000000,6,999
118,Finish + Obstacle,79.00000000,0,81
119,Finish,79.00000000,5,83
119,Obstacle,-4100.00000000,41,999
119,Finish + Obstacle,-21.00000000,1,81
120,Finish,79.00000000,1,82
120,Obstacle,-1500.00000000,15,999
120,Finish + Obstacle,-121.00000000,2,80
121,Finish,79.00000000,4,80
121,Obstacle,-2100.00000000,21,999
121,Finish + Obstacle,-121.00000000,2,80
122,Finish,79.00000000,2,79
122,Obstacle,-3800.00000000,38,999
122,Finish + Obstacle,79.00000000,0,79
123,Finish,79.00000000,4,79
123,Obstacle,-1600.00000000,16,999
123,Finish + Obstacle,-121.00000000,2,82
124,Finish,79.00000000,1,80
124,Obstacle,-200.00000000,2,999
124,Finish + Obstacle,-221.00000000,3,79
125,Finish,79.00000000,3,79
125,Obstacle,-300.00000000,3,999
125,Finish + Obstacle,-21.00000000,1,79
126,Finish,79.00000000,3,79
126,Obstacle,-1400.00000000,14,999
126,Finish + Obstacle,-221.00000000,3,79
127,Finish,79.00000000,3,79
127,Obstacle,-500.00000000,5,999
127,Finish + Obstacle,-21.00000000,1,79
128,Finish,79.00000000,1,79
128,Obstacle,-400.00000000,4,999
128,Finish + Obstacle,-21.00000000,1,80
129,Finish,79.00000000,0,79
129,Obstacle,-1300.00000000,13,999
129,Finish + Obstacle,-121.00000000,2,79
130,Finish,79.00000000,5,81
130,Obstacle,-1100.00000000,11,999
130,Finish + Obstacle,-121.00000000,2,80
131,Finish,79.00000000,2,82
131,Obstacle,-400.00000000,4,999
131,Finish + Obstacle,79.00000000,0,82
132,Finish,79.00000000,2,79
132,Obstacle,-2200.00000000,22,999
132,Finish + Obstacle,-21.00000000,1,79
133,Finish,79.00000000,1,79
133,Obstacle,-2200.00000000,22,999
133,Finish + Obstacle,-21.00000000,1,83
134,Finish,79.00000000,2,79
134,Obstacle,-100.00000000,1,999
134,Finish + Obstacle,-21.00000000,1,79
135,Finish,79.00000000,3,82
135,Obstacle,-500.00000000,5,999
135,Finish + Obstacle,-21.00000000,1,82
136,Finish,79.00000000,2,79
136,Obstacle,-3200.00000000,32,999
136,Finish + Obstacle,-121.00000000,2,79
137,Finish,79.00000000,3,79
137,Obstacle,-500.00000000,5,999
137,Finish + Obstacle,-121.00000000,2,79
138,Finish,79.00000000,3,81
138,Obstacle,-1200.00000000,12,999
138,Finish + Obstacle,-121.00000000,2,79
139,Finish,79.00000000,2,82
139,Obstacle,-1100.00000000,11,999
139,Finish + Obstacle,-21.00000000,1,79
140,Finish,79.00000000,1,81
140,Obstacle,-300.00000000,3,999
140,Finish + Obstacle,-21.00000000,1,79
141,Finish,79.00000000,2,79
141,Obstacle,-700.00000000,7,999
141,Finish + Obstacle,-21.00000000,1,81
142,Finish,79.00000000,1,79
142,Obstacle,-7300.00000000,73,999
142,Finish + Obstacle,-121.00000000,2,79
143,Finish,79.00000000,3,79
143,Obstacle,-1000.00000000,10,999
143,Finish + Obstacle,79.00000000,0,79
144,Finish,79.00000000,1,81
144,Obstacle,-1300.00000000,13,999
144,Finish + Obstacle,-221.00000000,3,79
145,Finish,79.00000000,1,81
145,Obstacle,-1300.00000000,13,999
145,Finish + Obstacle,-421.00000000,5,79
146,Finish,79.00000000,2,79
146,Obstacle,0.00000000,0,999
146,Finish + Obstacle,-221.00000000,3,79
147,Finish,79.00000000,2,79
147,Obstacle,0.00000000,0,999
147,Finish + Obstacle,-21.00000000,1,81
148,Finish,79.00000000,1,79
148,Obstacle,0.00000000,0,999
148,Finish + Obstacle,-221.00000000,3,80
149,Finish,79.00000000,1,80
149,Obstacle,0.00000000,0,999
149,Finish + Obstacle,-221.00000000,3,80
150,Finish,79.00000000,2,79
150,Obstacle,0.00000000,0,999
150,Finish + Obstacle,-121.00000000,2,83
151,Finish,79.00000000,2,79
151,Obstacle,0.00000000,0,999
151,Finish + Obstacle,-321.00000000,4,80
152,Finish,79.00000000,5,79
152,Obstacle,0.00000000,0,999
152,Finish + Obstacle,-21.00000000,1,79
153,Finish,79.00000000,5,80
153,Obstacle,-3000.00000000,30,999
153,Finish + Obstacle,-121.00000000,2,79
154,Finish,79.00000000,0,79
154,Obstacle,-100.00000000,1,999
154,Finish + Obstacle,-121.00000000,2,80
155,Finish,79.00000000,0,79
155,Obstacle,-100.00000000,1,999
155,Finish + Obstacle,-121.00000000,2,80
156,Finish,79.00000000,1,79
156,Obstacle,0.00000000,0,999
156,Finish + Obstacle,-121.00000000,2,79
157,Finish,79.00000000,1,83
157,Obstacle,0.00000000,0,999
157,Finish + Obstacle,-21.00000000,1,79
158,Finish,79.00000000,0,79
158,Obstacle,0.00000000,0,999
158,Finish + Obstacle,-321.00000000,4,79
159,Finish,79.00000000,1,79
159,Obstacle,0.00000000,0,999
159,Finish + Obstacle,-121.00000000,2,80
160,Finish,79.00000000,3,82
160,Obstacle,0.00000000,0,999
160,Finish + Obstacle,-21.00000000,1,79
161,Finish,79.00000000,3,81
161,Obstacle,0.00000000,0,999
161,Finish + Obstacle,-121.00000000,2,79
162,Finish,79.00000000,1,79
162,Obstacle,0.00000000,0,999
162,Finish + Obstacle,-21.00000000,1,79
163,Finish,79.00000000,3,79
163,Obstacle,0.00000000,0,999
163,Finish + Obstacle,-21.00000000,1,79
164,Finish,79.00000000,2,79
164,Obstacle,-600.00000000,6,999
164,Finish + Obstacle,-221.00000000,3,80
165,Finish,79.00000000,3,80
165,Obstacle,0.00000000,0,999
165,Finish + Obstacle,79.00000000,0,80
166,Finish,79.00000000,1,80
166,Obstacle,0.00000000,0,999
166,Finish + Obstacle,-121.00000000,2,81
167,Finish,79.00000000,2,81
167,Obstacle,0.00000000,0,999
167,Finish + Obstacle,-21.00000000,1,79
168,Finish,79.00000000,2,79
168,Obstacle,0.00000000,0,999
168,Finish + Obstacle,79.00000000,0,79
169,Finish,79.00000000,1,79
169,Obstacle,0.00000000,0,999
169,Finish + Obstacle,-21.00000000,1,81
170,Finish,79.00000000,2,81
170,Obstacle,0.00000000,0,999
170,Finish + Obstacle,-121.00000000,2,80
171,Finish,79.00000000,1,81
171,Obstacle,0.00000000,0,999
171,Finish + Obstacle,-21.00000000,1,83
172,Finish,79.00000000,1,79
172,Obstacle,-2000.00000000,20,999
172,Finish + Obstacle,79.00000000,0,80
173,Finish,79.00000000,3,79
173,Obstacle,-1100.00000000,11,999
173,Finish + Obstacle,-21.00000000,1,80
174,Finish,79.00000000,3,80
174,Obstacle,-600.00000000,6,999
174,Finish + Obstacle,-21.00000000,1,79
175,Finish,79.00000000,2,80
175,Obstacle,-1500.00000000,15,999
175,Finish + Obstacle,-121.00000000,2,81
176,Finish,79.00000000,2,79
176,Obstacle,-3400.00000000,34,999
176,Finish + Obstacle,-221.00000000,3,80
177,Finish,79.00000000,3,81
177,Obstacle,-7700.00000000,77,999
177,Finish + Obstacle,-221.00000000,3,79
178,Finish,79.00000000,4,79
178,Obstacle,-1000.00000000,10,999
178,Finish + Obstacle,-221.00000000,3,80
179,Finish,79.00000000,3,81
179,Obstacle,-800.00000000,8,999
179,Finish + Obstacle,-121.00000000,2,80
180,Finish,79.00000000,2,79
180,Obstacle,-300.00000000,3,999
180,Finish + Obstacle,-321.00000000,4,79
181,Finish,79.00000000,1,79
181,Obstacle,-700.00000000,7,999
181,Finish + Obstacle,-221.00000000,3,81
182,Finish,79.00000000,3,83
182,Obstacle,0.00000000,0,999
182,Finish + Obstacle,-121.00000000,2,79
183,Finish,79.00000000,2,79
183,Obstacle,-100.00000000,1,999
183,Finish + Obstacle,79.00000000,0,80
184,Finish,79.00000000,3,79
184,Obstacle,-1600.00000000,16,999
184,Finish + Obstacle,-221.00000000,3,79
185,Finish,79.00000000,4,81
185,Obstacle,-500.00000000,5,999
185,Finish + Obstacle,-121.00000000,2,81
186,Finish,79.00000000,1,79
186,Obstacle,-900.00000000,9,999
186,Finish + Obstacle,-421.00000000,5,80
187,Finish,79.00000000,2,79
187,Obstacle,-300.00000000,3,999
187,Finish + Obstacle,-121.00000000,2,81
188,Finish,79.00000000,1,79
188,Obstacle,-900.00000000,9,999
188,Finish + Obstacle,-21.00000000,1,79
189,Finish,79.00000000,3,81
189,Obstacle,-500.00000000,5,999
189,Finish + Obstacle,-121.00000000,2,81
190,Finish,79.00000000,0,80
190,Obstacle,-800.00000000,8,999
190,Finish + Obstacle,79.00000000,0,80
191,Finish,79.00000000,3,79
191,Obstacle,-1000.00000000,10,999
191,Finish + Obstacle,-121.00000000,2,79
192,Finish,79.00000000,1,79
192,Obstacle,-500.00000000,5,999
192,Finish + Obstacle,-221.00000000,3,79
193,Finish,79.00000000,1,79
193,Obstacle,0.00000000,0,999
