epoch,module,reward,obstacles,time
159,Obstacle,-400.00000000,4,999
159,Finish + Obstacle,-121.00000000,2,83
160,Finish,79.00000000,0,85
160,Obstacle,0.00000000,0,999
160,Finish + Obstacle,-121.00000000,2,85
161,Finish,79.00000000,1,86
161,Obstacle,-1000.00000000,10,999
161,Finish + Obstacle,-21.00000000,1,87
162,Finish,79.00000000,4,85
162,Obstacle,0.00000000,0,999
162,Finish + Obstacle,-221.00000000,3,85
163,Finish,79.00000000,2,88
163,Obstacle,-300.00000000,3,999
163,Finish + Obstacle,-221.00000000,3,86
164,Finish,79.00000000,0,84
164,Obstacle,-1200.00000000,12,999
164,Finish + Obstacle,-221.00000000,3,91
165,Finish,79.00000000,1,89
165,Obstacle,-1000.00000000,10,999
165,Finish + Obstacle,79.00000000,0,83
166,Finish,79.00000000,1,89
166,Obstacle,0.00000000,0,999
166,Finish + Obstacle,-121.00000000,2,86
167,Finish,79.00000000,2,86
167,Obstacle,-200.00000000,2,999
167,Finish + Obstacle,79.00000000,0,85
168,Finish,79.00000000,4,89
168,Obstacle,-100.00000000,1,999
168,Finish + Obstacle,79.00000000,0,84
169,Finish,79.00000000,2,85
169,Obstacle,0.00000000,0,999
169,Finish + Obstacle,-21.00000000,1,90
170,Finish,79.00000000,4,85
170,Obstacle,-200.00000000,2,999
170,Finish + Obstacle,-21.00000000,1,94
171,Finish,79.00000000,1,87
171,Obstacle,-400.00000000,4,999
171,Finish + Obstacle,-121.00000000,2,84
172,Finish,79.00000000,2,92
172,Obstacle,-300.00000000,3,999
172,Finish + Obstacle,-21.00000000,1,87
173,Finish,79.00000000,0,82
173,Obstacle,-600.00000000,6,999
173,Finish + Obstacle,79.00000000,0,88
174,Finish,79.00000000,2,89
174,Obstacle,-400.00000000,4,999
174,Finish + Obstacle,-121.00000000,2,87
175,Finish,79.00000000,2,89
175,Obstacle,-600.00000000,6,999
175,Finish + Obstacle,-21.00000000,1,88
176,Finish,79.00000000,1,90
176,Obstacle,-600.00000000,6,999
176,Finish + Obstacle,-21.00000000,1,93
177,Finish,79.00000000,0,87
177,Obstacle,-100.00000000,1,999
177,Finish + Obstacle,79.00000000,0,93
178,Finish,79.00000000,1,82
178,Obstacle,-500.00000000,5,999
178,Finish + Obstacle,-21.00000000,1,95
179,Finish,79.00000000,3,90
179,Obstacle,-200.00000000,2,999
179,Finish + Obstacle,-21.00000000,1,92
180,Finish,79.00000000,1,88
180,Obstacle,0.00000000,0,999
180,Finish + Obstacle,-21.00000000,1,84
181,Finish,79.00000000,0,83
181,Obstacle,-400.00000000,4,999
181,Finish + Obstacle,-121.00000000,2,88
182,Finish,79.00000000,1,88
182,Obstacle,-1800.00000000,18,999
182,Finish + Obstacle,-121.00000000,2,92
183,Finish,79.00000000,0,90
183,Obstacle,-300.00000000,3,999
183,Finish + Obstacle,-221.00000000,3,99
184,Finish,79.00000000,2,89
184,Obstacle,-200.00000000,2,999
184,Finish + Obstacle,-221.00000000,3,91
185,Finish,79.00000000,1,87
185,Obstacle,-300.00000000,3,999
185,Finish + Obstacle,79.00000000,0,91
186,Finish,79.00000000,2,84
186,Obstacle,-400.00000000,4,999
186,Finish + Obstacle,-21.00000000,1,91
187,Finish,79.00000000,1,92
187,Obstacle,-200.00000000,2,999
187,Finish + Obstacle,-121.00000000,2,86
188,Finish,79.00000000,1,89
188,Obstacle,-400.00000000,4,999
188,Finish + Obstacle,-121.00000000,2,93
189,Finish,79.00000000,0,86
189,Obstacle,-500.00000000,5,999
189,Finish + Obstacle,-21.00000000,1,89
190,Finish,79.00000000,2,89
190,Obstacle,0.00000000,0,999
190,Finish + Obstacle,79.00000000,0,84
191,Finish,79.00000000,1,87
191,Obstacle,0.00000000,0,999
191,Finish + Obstacle,-121.00000000,2,83
192,Finish,79.00000000,0,82
192,Obstacle,0.00000000,0,999
192,Finish + Obstacle,79.00000000,0,87
193,Finish,79.00000000,2,86
193,Obstacle,0.00000000,0,999
193,Finish + Obstacle,-121.00000000,2,86
194,Finish,79.00000000,0,96
194,Obstacle,0.00000000,0,999
194,Finish + Obstacle,79.00000000,0,91
195,Finish,79.00000000,3,91
195,Obstacle,0.00000000,0,999
195,Finish + Obstacle,79.00000000,0,84
196,Finish,79.00000000,0,84
196,Obstacle,0.00000000,0,999
196,Finish + Obstacle,-21.00000000,1,87
197,Finish,79.00000000,1,91
197,Obstacle,0.00000000,0,999
197,Finish + Obstacle,79.00000000,0,89
198,Finish,79.00000000,1,92
198,Obstacle,0.00000000,0,999
198,Finish + Obstacle,-21.00000000,1,85
199,Finish,79.00000000,2,91
199,Obstacle,-400.00000000,4,999
199,Finish + Obstacle,-121.00000000,2,87
200,Finish,79.00000000,0,90
200,Obstacle,0.00000000,0,999
200,Finish + Obstacle,79.00000000,0,89
201,Finish,79.00000000,1,82
201,Obstacle,0.00000000,0,999
201,Finish + Obstacle,-21.00000000,1,80
202,Finish,79.00000000,3,96
202,Obstacle,0.00000000,0,999
202,Finish + Obstacle,79.00000000,0,84
203,Finish,79.00000000,1,85
203,Obstacle,0.00000000,0,999
