epoch,module,reward,obstacles,time
148,Finish + Obstacle,77.00000000,2,79
149,Finish,79.00000000,1,82
149,Obstacle,-62.00000000,62,999
149,Finish + Obstacle,76.00000000,3,81
150,Finish,79.00000000,4,79
150,Obstacle,-55.00000000,55,999
150,Finish + Obstacle,78.00000000,1,79
151,Finish,79.00000000,2,79
151,Obstacle,-25.00000000,25,999
151,Finish + Obstacle,77.00000000,2,79
152,Finish,79.00000000,1,79
152,Obstacle,-38.00000000,38,999
152,Finish + Obstacle,76.00000000,3,79
153,Finish,79.00000000,1,82
153,Obstacle,-72.00000000,72,999
153,Finish + Obstacle,77.00000000,2,79
154,Finish,79.00000000,1,79
154,Obstacle,-20.00000000,20,999
154,Finish + Obstacle,76.00000000,3,79
155,Finish,79.00000000,2,80
155,Obstacle,-30.00000000,30,999
155,Finish + Obstacle,78.00000000,1,79
156,Finish,79.00000000,0,79
156,Obstacle,-21.00000000,21,999
156,Finish + Obstacle,79.00000000,0,79
157,Finish,79.00000000,4,81
157,Obstacle,-18.00000000,18,999
157,Finish + Obstacle,77.00000000,2,79
158,Finish,79.00000000,0,80
158,Obstacle,-30.00000000,30,999
158,Finish + Obstacle,78.00000000,1,79
159,Finish,79.00000000,2,81
159,Obstacle,-14.00000000,14,999
159,Finish + Obstacle,76.00000000,3,79
160,Finish,79.00000000,1,79
160,Obstacle,-7.00000000,7,999
160,Finish + Obstacle,76.00000000,3,80
161,Finish,79.00000000,2,79
161,Obstacle,-28.00000000,28,999
161,Finish + Obstacle,79.00000000,0,80
162,Finish,79.00000000,1,79
162,Obstacle,-35.00000000,35,999
162,Finish + Obstacle,76.00000000,3,82
163,Finish,79.00000000,2,80
163,Obstacle,-51.00000000,51,999
163,Finish + Obstacle,78.00000000,1,79
164,Finish,79.00000000,2,79
164,Obstacle,-16.00000000,16,999
164,Finish + Obstacle,73.00000000,6,79
165,Finish,79.00000000,2,80
165,Obstacle,-45.00000000,45,999
165,Finish + Obstacle,77.00000000,2,79
166,Finish,79.00000000,2,79
166,Obstacle,-33.00000000,33,999
166,Finish + Obstacle,76.00000000,3,79
167,Finish,79.00000000,4,80
167,Obstacle,-12.00000000,12,999
167,Finish + Obstacle,79.00000000,0,83
168,Finish,79.00000000,1,79
168,Obstacle,-11.00000000,11,999
168,Finish + Obstacle,77.00000000,2,79
169,Finish,79.00000000,1,80
169,Obstacle,-53.00000000,53,999
169,Finish + Obstacle,76.00000000,3,79
170,Finish,79.00000000,2,79
170,Obstacle,-37.00000000,37,999
170,Finish + Obstacle,77.00000000,2,79
171,Finish,79.00000000,4,80
171,Obstacle,-32.00000000,32,999
171,Finish + Obstacle,78.00000000,1,79
172,Finish,79.00000000,3,80
172,Obstacle,-14.00000000,14,999
172,Finish + Obstacle,79.00000000,0,79
173,Finish,79.00000000,0,79
173,Obstacle,-9.00000000,9,999
173,Finish + Obstacle,76.00000000,3,79
174,Finish,79.00000000,0,79
174,Obstacle,-18.00000000,18,999
174,Finish + Obstacle,72.00000000,7,79
175,Finish,79.00000000,1,79
175,Obstacle,-22.00000000,22,999
175,Finish + Obstacle,77.00000000,2,79
176,Finish,79.00000000,2,79
176,Obstacle,-12.00000000,12,999
176,Finish + Obstacle,78.00000000,1,79
177,Finish,79.00000000,2,79
177,Obstacle,-26.00000000,26,999
177,Finish + Obstacle,76.00000000,3,79
178,Finish,79.00000000,3,80
178,Obstacle,-44.00000000,44,999
178,Finish + Obstacle,79.00000000,0,79
179,Finish,79.00000000,1,81
179,Obstacle,-39.00000000,39,999
179,Finish + Obstacle,74.00000000,5,79
